publication line: warranty has been voided, you can only go east. 
00000000 000093be 72 0077b700 00000072 00000003 0077b70a 00000083 0077b70e 00000000 00000002
00000000 000093be 6e 0077b701 0000006e 00000003 0077b70a 00000083 0077b70f 00000000 00000002
00000000 000093be 65 0077b702 00000065 00000003 0077b70a 00000083 0077b710 00000000 00000002
00000000 000093be 64 0077b703 00000064 00000003 0077b70a 00000083 0077b711 00000000 00000002
00000000 000093be 20 0077b704 00000020 00000003 0077b70a 00000083 0077b712 00000000 00000002
00000000 000093be 35 0077b6c5 00000035 00000003 0077b70a 00000083 0077b713 00000000 00000002
00000000 000093be 36 0077b6d6 00000036 00000003 0077b70a 00000083 0077b714 00000000 00000002
00000000 000093be 33 0077b6e8 00000033 00000003 0077b70a 00000083 0077b715 00000000 00000002
00000000 000093be 32 0077b6fa 00000032 00000003 0077b70a 00000083 0077b716 00000000 00000002
00000000 000093be 2e 0077b706 0000002e 00000003 0077b70a 00000083 0077b717 00000000 00000002
00000000 000093be 2e 0077b707 0000002e 00000003 0077b70a 00000083 0077b718 00000000 00000002
00000000 000093be 2e 0077b708 0000002e 00000003 0077b70a 00000083 0077b719 00000000 00000002
00000000 000093be 0a 0077b709 0000000a 00000003 0077b70a 00000083 0077b71a 00000000 00000002
00000000 000093be 42 00780394 00000042 00000003 007803a0 00000083 007803a2 00000000 00000002
00000000 000093be 75 00780395 00000075 00000003 007803a0 00000083 007803a3 00000000 00000002
00000000 000093be 72 00780396 00000072 00000003 007803a0 00000083 007803a4 00000000 00000002
00000000 000093be 6e 00780397 0000006e 00000003 007803a0 00000083 007803a5 00000000 00000002
00000000 000093be 65 00780398 00000065 00000003 007803a0 00000083 007803a6 00000000 00000002
00000000 000093be 64 00780399 00000064 00000003 007803a0 00000083 007803a7 00000000 00000002
00000000 000093be 20 0078039a 00000020 00000003 007803a0 00000083 007803a8 00000000 00000002
00000000 000093be 36 0078035b 00000036 00000003 007803a0 00000083 007803a9 00000000 00000002
00000000 000093be 31 0078036c 00000031 00000003 007803a0 00000083 007803aa 00000000 00000002
00000000 000093be 34 0078037e 00000034 00000003 007803a0 00000083 007803ab 00000000 00000002
00000000 000093be 34 00780390 00000034 00000003 007803a0 00000083 007803ac 00000000 00000002
00000000 000093be 2e 0078039c 0000002e 00000003 007803a0 00000083 007803ad 00000000 00000002
00000000 000093be 2e 0078039d 0000002e 00000003 007803a0 00000083 007803ae 00000000 00000002
00000000 000093be 2e 0078039e 0000002e 00000003 007803a0 00000083 007803af 00000000 00000002
00000000 000093be 0a 0078039f 0000000a 00000003 007803a0 00000083 007803b0 00000000 00000002
00000000 000093be 42 0078501f 00000042 00000003 0078502b 00000083 0078502d 00000000 00000002
00000000 000093be 75 00785020 00000075 00000003 0078502b 00000083 0078502e 00000000 00000002
00000000 000093be 72 00785021 00000072 00000003 0078502b 00000083 0078502f 00000000 00000002
00000000 000093be 6e 00785022 0000006e 00000003 0078502b 00000083 00785030 00000000 00000002
00000000 000093be 65 00785023 00000065 00000003 0078502b 00000083 00785031 00000000 00000002
00000000 000093be 64 00785024 00000064 00000003 0078502b 00000083 00785032 00000000 00000002
00000000 000093be 20 00785025 00000020 00000003 0078502b 00000083 00785033 00000000 00000002
00000000 000093be 36 00784fe6 00000036 00000003 0078502b 00000083 00785034 00000000 00000002
00000000 000093be 36 00784ff7 00000036 00000003 0078502b 00000083 00785035 00000000 00000002
00000000 000093be 35 00785009 00000035 00000003 0078502b 00000083 00785036 00000000 00000002
00000000 000093be 36 0078501b 00000036 00000003 0078502b 00000083 00785037 00000000 00000002
00000000 000093be 2e 00785027 0000002e 00000003 0078502b 00000083 00785038 00000000 00000002
00000000 000093be 2e 00785028 0000002e 00000003 0078502b 00000083 00785039 00000000 00000002
00000000 000093be 2e 00785029 0000002e 00000003 0078502b 00000083 0078503a 00000000 00000002
00000000 000093be 0a 0078502a 0000000a 00000003 0078502b 00000083 0078503b 00000000 00000002
00000000 000093be 42 00789d29 00000042 00000003 00789d35 00000083 00789d37 00000000 00000002
00000000 000093be 75 00789d2a 00000075 00000003 00789d35 00000083 00789d38 00000000 00000002
00000000 000093be 72 00789d2b 00000072 00000003 00789d35 00000083 00789d39 00000000 00000002
00000000 000093be 6e 00789d2c 0000006e 00000003 00789d35 00000083 00789d3a 00000000 00000002
00000000 000093be 65 00789d2d 00000065 00000003 00789d35 00000083 00789d3b 00000000 00000002
00000000 000093be 64 00789d2e 00000064 00000003 00789d35 00000083 00789d3c 00000000 00000002
00000000 000093be 20 00789d2f 00000020 00000003 00789d35 00000083 00789d3d 00000000 00000002
00000000 000093be 37 00789cf0 00000037 00000003 00789d35 00000083 00789d3e 00000000 00000002
00000000 000093be 31 00789d01 00000031 00000003 00789d35 00000083 00789d3f 00000000 00000002
00000000 000093be 36 00789d13 00000036 00000003 00789d35 00000083 00789d40 00000000 00000002
00000000 000093be 38 00789d25 00000038 00000003 00789d35 00000083 00789d41 00000000 00000002
00000000 000093be 2e 00789d31 0000002e 00000003 00789d35 00000083 00789d42 00000000 00000002
00000000 000093be 2e 00789d32 0000002e 00000003 00789d35 00000083 00789d43 00000000 00000002
00000000 000093be 2e 00789d33 0000002e 00000003 00789d35 00000083 00789d44 00000000 00000002
00000000 000093be 0a 00789d34 0000000a 00000003 00789d35 00000083 00789d45 00000000 00000002
00000000 000093be 42 0078e9a7 00000042 00000003 0078e9b3 00000083 0078e9b5 00000000 00000002
00000000 000093be 75 0078e9a8 00000075 00000003 0078e9b3 00000083 0078e9b6 00000000 00000002
00000000 000093be 72 0078e9a9 00000072 00000003 0078e9b3 00000083 0078e9b7 00000000 00000002
00000000 000093be 6e 0078e9aa 0000006e 00000003 0078e9b3 00000083 0078e9b8 00000000 00000002
00000000 000093be 65 0078e9ab 00000065 00000003 0078e9b3 00000083 0078e9b9 00000000 00000002
00000000 000093be 64 0078e9ac 00000064 00000003 0078e9b3 00000083 0078e9ba 00000000 00000002
00000000 000093be 20 0078e9ad 00000020 00000003 0078e9b3 00000083 0078e9bb 00000000 00000002
00000000 000093be 37 0078e96e 00000037 00000003 0078e9b3 00000083 0078e9bc 00000000 00000002
00000000 000093be 36 0078e97f 00000036 00000003 0078e9b3 00000083 0078e9bd 00000000 00000002
00000000 000093be 38 0078e991 00000038 00000003 0078e9b3 00000083 0078e9be 00000000 00000002
00000000 000093be 30 0078e9a3 00000030 00000003 0078e9b3 00000083 0078e9bf 00000000 00000002
00000000 000093be 2e 0078e9af 0000002e 00000003 0078e9b3 00000083 0078e9c0 00000000 00000002
00000000 000093be 2e 0078e9b0 0000002e 00000003 0078e9b3 00000083 0078e9c1 00000000 00000002
00000000 000093be 2e 0078e9b1 0000002e 00000003 0078e9b3 00000083 0078e9c2 00000000 00000002
00000000 000093be 0a 0078e9b2 0000000a 00000003 0078e9b3 00000083 0078e9c3 00000000 00000002
00000000 000093be 42 00793625 00000042 00000003 00793631 00000083 00793633 00000000 00000002
00000000 000093be 75 00793626 00000075 00000003 00793631 00000083 00793634 00000000 00000002
00000000 000093be 72 00793627 00000072 00000003 00793631 00000083 00793635 00000000 00000002
00000000 000093be 6e 00793628 0000006e 00000003 00793631 00000083 00793636 00000000 00000002
00000000 000093be 65 00793629 00000065 00000003 00793631 00000083 00793637 00000000 00000002
00000000 000093be 64 0079362a 00000064 00000003 00793631 00000083 00793638 00000000 00000002
00000000 000093be 20 0079362b 00000020 00000003 00793631 00000083 00793639 00000000 00000002
00000000 000093be 38 007935ec 00000038 00000003 00793631 00000083 0079363a 00000000 00000002
00000000 000093be 31 007935fd 00000031 00000003 00793631 00000083 0079363b 00000000 00000002
00000000 000093be 39 0079360f 00000039 00000003 00793631 00000083 0079363c 00000000 00000002
00000000 000093be 32 00793621 00000032 00000003 00793631 00000083 0079363d 00000000 00000002
00000000 000093be 2e 0079362d 0000002e 00000003 00793631 00000083 0079363e 00000000 00000002
00000000 000093be 2e 0079362e 0000002e 00000003 00793631 00000083 0079363f 00000000 00000002
00000000 000093be 2e 0079362f 0000002e 00000003 00793631 00000083 00793640 00000000 00000002
00000000 000093be 0a 00793630 0000000a 00000003 00793631 00000083 00793641 00000000 00000002
00000000 000093be 42 007982a3 00000042 00000003 007982af 00000083 007982b1 00000000 00000002
00000000 000093be 75 007982a4 00000075 00000003 007982af 00000083 007982b2 00000000 00000002
00000000 000093be 72 007982a5 00000072 00000003 007982af 00000083 007982b3 00000000 00000002
00000000 000093be 6e 007982a6 0000006e 00000003 007982af 00000083 007982b4 00000000 00000002
00000000 000093be 65 007982a7 00000065 00000003 007982af 00000083 007982b5 00000000 00000002
00000000 000093be 64 007982a8 00000064 00000003 007982af 00000083 007982b6 00000000 00000002
00000000 000093be 20 007982a9 00000020 00000003 007982af 00000083 007982b7 00000000 00000002
00000000 000093be 38 0079826a 00000038 00000003 007982af 00000083 007982b8 00000000 00000002
00000000 000093be 37 0079827b 00000037 00000003 007982af 00000083 007982b9 00000000 00000002
00000000 000093be 30 0079828d 00000030 00000003 007982af 00000083 007982ba 00000000 00000002
00000000 000093be 34 0079829f 00000034 00000003 007982af 00000083 007982bb 00000000 00000002
00000000 000093be 2e 007982ab 0000002e 00000003 007982af 00000083 007982bc 00000000 00000002
00000000 000093be 2e 007982ac 0000002e 00000003 007982af 00000083 007982bd 00000000 00000002
00000000 000093be 2e 007982ad 0000002e 00000003 007982af 00000083 007982be 00000000 00000002
00000000 000093be 0a 007982ae 0000000a 00000003 007982af 00000083 007982bf 00000000 00000002
00000000 000093be 42 0079cf23 00000042 00000003 0079cf2f 00000083 0079cf31 00000000 00000002
00000000 000093be 75 0079cf24 00000075 00000003 0079cf2f 00000083 0079cf32 00000000 00000002
00000000 000093be 72 0079cf25 00000072 00000003 0079cf2f 00000083 0079cf33 00000000 00000002
00000000 000093be 6e 0079cf26 0000006e 00000003 0079cf2f 00000083 0079cf34 00000000 00000002
00000000 000093be 65 0079cf27 00000065 00000003 0079cf2f 00000083 0079cf35 00000000 00000002
00000000 000093be 64 0079cf28 00000064 00000003 0079cf2f 00000083 0079cf36 00000000 00000002
00000000 000093be 20 0079cf29 00000020 00000003 0079cf2f 00000083 0079cf37 00000000 00000002
00000000 000093be 39 0079ceea 00000039 00000003 0079cf2f 00000083 0079cf38 00000000 00000002
00000000 000093be 32 0079cefb 00000032 00000003 0079cf2f 00000083 0079cf39 00000000 00000002
00000000 000093be 31 0079cf0d 00000031 00000003 0079cf2f 00000083 0079cf3a 00000000 00000002
00000000 000093be 36 0079cf1f 00000036 00000003 0079cf2f 00000083 0079cf3b 00000000 00000002
00000000 000093be 2e 0079cf2b 0000002e 00000003 0079cf2f 00000083 0079cf3c 00000000 00000002
00000000 000093be 2e 0079cf2c 0000002e 00000003 0079cf2f 00000083 0079cf3d 00000000 00000002
00000000 000093be 2e 0079cf2d 0000002e 00000003 0079cf2f 00000083 0079cf3e 00000000 00000002
00000000 000093be 0a 0079cf2e 0000000a 00000003 0079cf2f 00000083 0079cf3f 00000000 00000002
00000000 000093be 42 007a1ba1 00000042 00000003 007a1bad 00000083 007a1baf 00000000 00000002
00000000 000093be 75 007a1ba2 00000075 00000003 007a1bad 00000083 007a1bb0 00000000 00000002
00000000 000093be 72 007a1ba3 00000072 00000003 007a1bad 00000083 007a1bb1 00000000 00000002
00000000 000093be 6e 007a1ba4 0000006e 00000003 007a1bad 00000083 007a1bb2 00000000 00000002
00000000 000093be 65 007a1ba5 00000065 00000003 007a1bad 00000083 007a1bb3 00000000 00000002
00000000 000093be 64 007a1ba6 00000064 00000003 007a1bad 00000083 007a1bb4 00000000 00000002
00000000 000093be 20 007a1ba7 00000020 00000003 007a1bad 00000083 007a1bb5 00000000 00000002
00000000 000093be 39 007a1b68 00000039 00000003 007a1bad 00000083 007a1bb6 00000000 00000002
00000000 000093be 37 007a1b79 00000037 00000003 007a1bad 00000083 007a1bb7 00000000 00000002
00000000 000093be 32 007a1b8b 00000032 00000003 007a1bad 00000083 007a1bb8 00000000 00000002
00000000 000093be 38 007a1b9d 00000038 00000003 007a1bad 00000083 007a1bb9 00000000 00000002
00000000 000093be 2e 007a1ba9 0000002e 00000003 007a1bad 00000083 007a1bba 00000000 00000002
00000000 000093be 2e 007a1baa 0000002e 00000003 007a1bad 00000083 007a1bbb 00000000 00000002
00000000 000093be 2e 007a1bab 0000002e 00000003 007a1bad 00000083 007a1bbc 00000000 00000002
00000000 000093be 0a 007a1bac 0000000a 00000003 007a1bad 00000083 007a1bbd 00000000 00000002
00000000 000093be 42 007b8043 00000042 00000003 007b804f 00000083 007b8051 00000000 00000002
00000000 000093be 75 007b8044 00000075 00000003 007b804f 00000083 007b8052 00000000 00000002
00000000 000093be 72 007b8045 00000072 00000003 007b804f 00000083 007b8053 00000000 00000002
00000000 000093be 6e 007b8046 0000006e 00000003 007b804f 00000083 007b8054 00000000 00000002
00000000 000093be 65 007b8047 00000065 00000003 007b804f 00000083 007b8055 00000000 00000002
00000000 000093be 64 007b8048 00000064 00000003 007b804f 00000083 007b8056 00000000 00000002
00000000 000093be 20 007b8049 00000020 00000003 007b804f 00000083 007b8057 00000000 00000002
00000000 000093be 31 007b7ff8 00000031 00000003 007b804f 00000083 007b8058 00000000 00000002
00000000 000093be 30 007b8009 00000030 00000003 007b804f 00000083 007b8059 00000000 00000002
00000000 000093be 32 007b801b 00000032 00000003 007b804f 00000083 007b805a 00000000 00000002
00000000 000093be 34 007b802d 00000034 00000003 007b804f 00000083 007b805b 00000000 00000002
00000000 000093be 30 007b803f 00000030 00000003 007b804f 00000083 007b805c 00000000 00000002
00000000 000093be 2e 007b804b 0000002e 00000003 007b804f 00000083 007b805d 00000000 00000002
00000000 000093be 2e 007b804c 0000002e 00000003 007b804f 00000083 007b805e 00000000 00000002
00000000 000093be 2e 007b804d 0000002e 00000003 007b804f 00000083 007b805f 00000000 00000002
00000000 000093be 0a 007b804e 0000000a 00000003 007b804f 00000083 007b8060 00000000 00000002
00000000 000093be 42 007bccdc 00000042 00000003 007bcce8 00000083 007bccea 00000000 00000002
00000000 000093be 75 007bccdd 00000075 00000003 007bcce8 00000083 007bcceb 00000000 00000002
00000000 000093be 72 007bccde 00000072 00000003 007bcce8 00000083 007bccec 00000000 00000002
00000000 000093be 6e 007bccdf 0000006e 00000003 007bcce8 00000083 007bcced 00000000 00000002
00000000 000093be 65 007bcce0 00000065 00000003 007bcce8 00000083 007bccee 00000000 00000002
00000000 000093be 64 007bcce1 00000064 00000003 007bcce8 00000083 007bccef 00000000 00000002
00000000 000093be 20 007bcce2 00000020 00000003 007bcce8 00000083 007bccf0 00000000 00000002
00000000 000093be 31 007bcc91 00000031 00000003 007bcce8 00000083 007bccf1 00000000 00000002
00000000 000093be 30 007bcca2 00000030 00000003 007bcce8 00000083 007bccf2 00000000 00000002
00000000 000093be 37 007bccb4 00000037 00000003 007bcce8 00000083 007bccf3 00000000 00000002
00000000 000093be 35 007bccc6 00000035 00000003 007bcce8 00000083 007bccf4 00000000 00000002
00000000 000093be 32 007bccd8 00000032 00000003 007bcce8 00000083 007bccf5 00000000 00000002
00000000 000093be 2e 007bcce4 0000002e 00000003 007bcce8 00000083 007bccf6 00000000 00000002
00000000 000093be 2e 007bcce5 0000002e 00000003 007bcce8 00000083 007bccf7 00000000 00000002
00000000 000093be 2e 007bcce6 0000002e 00000003 007bcce8 00000083 007bccf8 00000000 00000002
00000000 000093be 0a 007bcce7 0000000a 00000003 007bcce8 00000083 007bccf9 00000000 00000002
00000000 000093be 42 007c1975 00000042 00000003 007c1981 00000083 007c1983 00000000 00000002
00000000 000093be 75 007c1976 00000075 00000003 007c1981 00000083 007c1984 00000000 00000002
00000000 000093be 72 007c1977 00000072 00000003 007c1981 00000083 007c1985 00000000 00000002
00000000 000093be 6e 007c1978 0000006e 00000003 007c1981 00000083 007c1986 00000000 00000002
00000000 000093be 65 007c1979 00000065 00000003 007c1981 00000083 007c1987 00000000 00000002
00000000 000093be 64 007c197a 00000064 00000003 007c1981 00000083 007c1988 00000000 00000002
00000000 000093be 20 007c197b 00000020 00000003 007c1981 00000083 007c1989 00000000 00000002
00000000 000093be 31 007c192a 00000031 00000003 007c1981 00000083 007c198a 00000000 00000002
00000000 000093be 31 007c193b 00000031 00000003 007c1981 00000083 007c198b 00000000 00000002
00000000 000093be 32 007c194d 00000032 00000003 007c1981 00000083 007c198c 00000000 00000002
00000000 000093be 36 007c195f 00000036 00000003 007c1981 00000083 007c198d 00000000 00000002
00000000 000093be 34 007c1971 00000034 00000003 007c1981 00000083 007c198e 00000000 00000002
00000000 000093be 2e 007c197d 0000002e 00000003 007c1981 00000083 007c198f 00000000 00000002
00000000 000093be 2e 007c197e 0000002e 00000003 007c1981 00000083 007c1990 00000000 00000002
00000000 000093be 2e 007c197f 0000002e 00000003 007c1981 00000083 007c1991 00000000 00000002
00000000 000093be 0a 007c1980 0000000a 00000003 007c1981 00000083 007c1992 00000000 00000002
00000000 000093be 42 0018c7db 00000042 00000003 0018c7bd 00000083 0018c7bb 00000000 00000002
